permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,CUSIP,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMDIS,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,BEGVOL,ENDVOL
22623,59113,11,100,CEG,CONSTELLATION ENERGY CORP,CEG,221118,Q,A,R,21037T10,60018188,86846,3,9999,1,12,25,1,38,2022-02-02,2024-12-31,2022-02-02,2024-12-31,2022-02-02,2024-12-31,2022-02-02,2024-12-31
22680,20450,11,584,,MILACRON INC,MZ,333112,N,A,R,59870930,0,0,1,3559,9,248,276,1,0,1946-04-24,2008-05-23,1946-04-24,2008-05-23,1946-04-24,2008-05-23,1946-04-24,2008-05-23
22752,21188,11,100,MRK,MERCK & CO INC NEW,MRK,325412,N,A,R,58933Y10,0,0,1,2834,8,347,479,1,0,1946-05-15,2024-12-31,1946-05-15,2024-12-31,1946-05-15,2024-12-31,1946-05-15,2024-12-31
22779,21230,11,100,MSI,MOTOROLA SOLUTIONS INC,MSI,334220,N,A,R,62007630,0,0,1,3663,10,324,492,1,0,1946-05-20,2024-12-31,1946-05-20,2024-12-31,1946-05-20,2024-12-31,1946-05-20,2024-12-31
22840,21566,11,233,,HILLSHIRE BRANDS CO,HSH,311811,N,A,R,43258910,0,0,1,5461,10,293,362,1,0,1946-07-10,2014-08-28,1946-07-10,2014-08-28,1946-07-10,2014-08-28,1946-07-10,2014-08-28
22947,20449,11,231,,CINERGY CORP,CIN,221119,N,A,R,17247410,0,0,1,4931,8,253,257,1,0,1946-08-23,2006-03-31,1946-08-23,2006-03-31,1946-08-23,2006-03-31,1946-08-23,2006-03-31
22976,59247,11,100,WBD,WARNER BROS DISCOVERY INC,WBD,516210,Q,A,R,93442310,60058947,87821,3,9999,3,0,26,1,61,2022-04-11,2024-12-31,2022-04-11,2024-12-31,2022-04-11,2024-12-31,2022-04-11,2024-12-31
23026,21326,11,100,FE,FIRSTENERGY CORP,FE,221118,N,A,R,33793210,0,0,1,4911,8,356,489,1,0,1946-09-13,2024-12-31,1946-09-13,2024-12-31,1946-09-13,2024-12-31,1946-09-13,2024-12-31
23077,20900,11,233,,HEINZ H J CO,HNZ,311514,N,A,R,42307410,0,0,1,2033,6,277,338,1,0,1946-11-27,2013-06-07,1946-11-27,2013-06-07,1946-11-27,2013-06-07,1946-11-27,2013-06-07
23085,21570,11,231,,SCANA CORP NEW,SCG,221121,N,A,R,80589M10,0,0,1,4911,11,321,415,1,0,1946-11-04,2018-12-31,1946-11-04,2018-12-31,1946-11-04,2018-12-31,1946-11-04,2018-12-31
23114,20397,11,231,,PROGRESS ENERGY INC,PGN,221122,N,A,R,74326310,0,0,1,4911,8,294,335,1,0,1946-12-23,2012-07-02,1946-12-23,2012-07-02,1946-12-23,2012-07-02,1946-12-23,2012-07-02
23229,20361,11,100,CMS,C M S ENERGY CORP,CMS,221118,N,A,R,12589610,0,0,1,4931,10,300,486,1,0,1947-02-03,2024-12-31,1947-02-03,2024-12-31,1947-02-03,2024-12-31,1947-02-03,2024-12-31
23309,20915,11,233,,HILTON HOTELS CORP,HLT,721120,N,A,R,43284810,0,0,1,7011,5,248,262,1,0,1947-06-23,2007-10-24,1947-06-23,2007-10-24,1947-06-23,2007-10-24,1947-06-23,2007-10-24
23317,20654,11,574,,ENRON CORP,ENE,,N,A,R,29356110,0,0,1,1311,8,234,212,1,0,1947-06-16,2002-01-11,1947-06-16,2002-01-11,1947-06-16,2002-01-11,1947-06-16,2002-01-11
23318,6249,11,233,,CHIRON CORP,CHIR,325412,Q,A,R,17004010,60006224,7851,3,2830,3,3,124,1,1242,1983-08-02,2006-04-19,1983-08-02,2006-04-19,1983-08-02,2006-04-19,1983-08-02,2006-04-19
23393,1103,11,100,CHD,CHURCH & DWIGHT INC,CHD,325611,N,A,R,17134010,60001102,1421,1,2841,5,200,441,1,157,1976-12-30,2024-12-31,1976-12-30,2024-12-31,1976-12-30,2024-12-31,1982-11-01,2024-12-31
23473,912,11,100,CINF,CINCINNATI FINANCIAL CORP,CINF,524113,Q,A,R,17206210,60000911,1169,3,6330,6,224,321,1,1862,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
23501,21432,11,233,,PEPCO HOLDINGS INC,POM,221111,N,A,R,71329110,0,0,1,4931,8,337,389,1,0,1947-11-21,2016-03-23,1947-11-21,2016-03-23,1947-11-21,2016-03-23,1947-11-21,2016-03-23
23536,21931,11,100,WEC,W E C ENERGY GROUP INC,WEC,221118,N,A,R,92939U10,0,0,1,4911,11,324,486,1,0,1947-11-21,2024-12-31,1947-11-21,2024-12-31,1947-11-21,2024-12-31,1947-11-21,2024-12-31
23568,59444,11,100,MBC,MASTERBRAND INC,MBC,444180,N,A,R,57638P10,0,0,1,5211,1,0,25,1,0,2022-12-15,2024-12-31,2022-12-15,2024-12-31,2022-12-15,2024-12-31,2022-12-15,2024-12-31
23570,59446,11,100,GEHC,G E HEALTHCARE TECHNOLOGIES INC,GEHC,334517,Q,A,R,36266G10,60080339,88473,3,9999,1,7,18,1,93,2023-01-04,2024-12-31,2023-01-04,2024-12-31,2023-01-04,2024-12-31,2023-01-04,2024-12-31
23579,21743,11,100,TXT,TEXTRON INC,TXT,336411,N,A,R,88320310,0,0,1,3721,13,313,477,1,0,1947-12-22,2024-12-31,1947-12-22,2024-12-31,1947-12-22,2024-12-31,1947-12-22,2024-12-31
23660,6304,11,100,CTAS,CINTAS CORP,CTAS,315250,Q,A,R,17290810,60006279,7937,3,2320,8,61,298,1,1560,1983-08-19,2024-12-31,1983-08-19,2024-12-31,1983-08-19,2024-12-31,1983-08-19,2024-12-31
23712,21458,11,100,PEG,PUBLIC SERVICE ENTERPRISE GP INC,PEG,221118,N,A,R,74457310,0,0,1,4931,8,369,493,1,0,1948-03-31,2024-12-31,1948-03-31,2024-12-31,1948-03-31,2024-12-31,1948-03-31,2024-12-31
23819,20868,11,100,HAL,HALLIBURTON CO,HAL,213112,N,A,R,40621610,0,0,1,1389,6,319,474,1,0,1948-09-15,2024-12-31,1948-09-15,2024-12-31,1948-09-15,2024-12-31,1948-09-15,2024-12-31
23851,20414,11,231,,CENTRAL & SOUTH WEST CORP,,,N,A,R,15235710,0,0,1,4911,3,212,171,1,0,1949-01-26,2000-06-15,1949-01-26,2000-06-15,1949-01-26,2000-06-15,1949-01-26,2000-06-15
23876,59559,11,100,KVUE,KENVUE INC,KVUE,325620,N,A,R,49177J10,0,0,1,2844,1,6,21,1,0,2023-05-04,2024-12-31,2023-05-04,2024-12-31,2023-05-04,2024-12-31,2023-05-04,2024-12-31
23887,925,11,584,,FRONTIER COMMUNICATIONS CORP,FTR,517911,Q,A,R,35906A30,60018392,24769,3,4931,13,162,418,1,478,1972-12-14,2020-04-23,1972-12-14,2020-04-23,1972-12-14,2020-04-23,1982-11-01,2020-04-23
23915,20809,11,233,,GEORGIA PACIFIC CORP,GP,322121,N,A,R,37329810,0,0,1,2621,11,304,324,1,0,1949-02-07,2005-12-22,1949-02-07,2005-12-22,1949-02-07,2005-12-22,1949-02-07,2005-12-22
23931,21300,11,100,XEL,X C E L ENERGY INC,XEL,221118,Q,A,R,98389B10,60019606,26264,3,4911,11,339,460,1,124,1949-02-28,2024-12-31,1949-02-28,2024-12-31,1949-02-28,2024-12-31,1949-02-28,2024-12-31
23942,59577,11,100,FTRE,FORTREA HOLDINGS INC,FTRE,621511,Q,A,R,34965K10,60080644,89342,3,9999,1,0,11,1,28,2023-07-03,2024-12-31,2023-07-03,2024-12-31,2023-07-03,2024-12-31,2023-07-03,2024-12-31
23944,59578,11,100,PHIN,PHINIA INC,PHIN,333618,N,A,R,71880K10,0,0,1,3519,1,6,19,1,0,2023-07-05,2024-12-31,2023-07-05,2024-12-31,2023-07-05,2024-12-31,2023-07-05,2024-12-31
23990,21527,11,233,,ROHM & HAAS CO,ROH,325211,N,A,R,77537110,0,0,1,2821,5,274,301,1,0,1949-04-20,2009-04-01,1949-04-20,2009-04-01,1949-04-20,2009-04-01,1949-04-20,2009-04-01
24010,21201,11,100,ETR,ENTERGY CORP NEW,ETR,221118,N,A,R,29364G10,0,0,1,4911,14,316,486,1,0,1949-05-31,2024-12-31,1949-05-31,2024-12-31,1949-05-31,2024-12-31,1949-05-31,2024-12-31
24046,6996,11,233,,CLEAR CHANNEL COMMUNICATIONS INC,CCU,515111,N,A,R,18450210,60006966,8983,1,4832,11,30,237,1,47,1984-04-19,2008-07-30,1984-04-19,2008-07-30,1984-04-19,2008-07-30,1984-04-19,2008-07-30
24053,21035,11,100,EVRG,EVERGY INC,EVRG,221118,Q,A,R,30034W10,60076721,79426,3,4931,14,306,468,1,21,1949-07-22,2024-12-31,1949-07-22,2024-12-31,1949-07-22,2024-12-31,1949-07-22,2024-12-31
24109,20077,11,100,AEP,AMERICAN ELECTRIC POWER CO INC,AEP,221118,Q,A,R,02553710,60017770,23978,3,4911,10,375,481,1,85,1949-09-01,2024-12-31,1949-09-01,2024-12-31,1949-09-01,2024-12-31,1949-09-01,2024-12-31
24174,59644,11,100,VLTO,VERALTO CORP,VLTO,334515,N,A,R,92338C10,0,0,1,3825,2,5,17,1,0,2023-10-02,2024-12-31,2023-10-02,2024-12-31,2023-10-02,2024-12-31,2023-10-02,2024-12-31
24175,59645,11,100,KLG,W K KELLOGG CO,KLG,311230,N,A,R,92942W10,0,0,1,2043,1,5,16,1,0,2023-10-02,2024-12-31,2023-10-02,2024-12-31,2023-10-02,2024-12-31,2023-10-02,2024-12-31
24184,21288,11,231,,NIAGARA MOHAWK HOLDINGS INC,NMK,,N,A,R,65352010,0,0,1,4931,6,277,194,1,0,1950-01-23,2002-01-31,1950-01-23,2002-01-31,1950-01-23,2002-01-31,1950-01-23,2002-01-31
24205,20684,11,100,NEE,NEXTERA ENERGY INC,NEE,221118,N,A,R,65339F10,0,0,1,4911,11,306,472,1,0,1950-02-15,2024-12-31,1950-02-15,2024-12-31,1950-02-15,2024-12-31,1950-02-15,2024-12-31
24221,20258,11,231,,CONSTELLATION ENERGY GROUP INC,CEG,221119,N,A,R,21037110,0,0,1,4911,8,261,330,1,0,1950-03-29,2012-03-12,1950-03-29,2012-03-12,1950-03-29,2012-03-12,1950-03-29,2012-03-12
24264,20039,12,233,,ALCAN INC,AL,331312,N,A,R,01371610,0,0,1,3334,8,242,264,1,0,1950-05-31,2007-11-14,1950-05-31,2007-11-14,1950-05-31,2007-11-14,1950-05-31,2007-11-14
24272,20222,11,100,ASH,ASHLAND INC 2022,ASH,424690,N,A,R,04418610,0,0,1,5169,20,317,496,1,0,1950-05-08,2024-12-31,1950-05-08,2024-12-31,1950-05-08,2024-12-31,1950-05-08,2024-12-31
24328,20662,11,100,EQT,E Q T CORP,EQT,211120,N,A,R,26884L10,0,0,1,1311,11,358,473,1,0,1950-06-05,2024-12-31,1950-06-05,2024-12-31,1950-06-05,2024-12-31,1950-06-05,2024-12-31
24360,21116,11,233,,KEYSPAN CORP,KSE,221210,N,A,R,49337W10,0,0,1,4924,12,281,289,1,0,1950-07-26,2007-08-24,1950-07-26,2007-08-24,1950-07-26,2007-08-24,1950-07-26,2007-08-24
24459,21411,11,100,PBI,PITNEY BOWES INC,PBI,561311,N,A,R,72447910,0,0,1,7361,9,309,480,1,0,1950-09-18,2024-12-31,1950-09-18,2024-12-31,1950-09-18,2024-12-31,1950-09-18,2024-12-31
24539,21470,11,231,,QUAKER OATS CO,,,N,A,R,74740210,0,0,1,2043,3,212,192,1,0,1951-01-22,2001-08-02,1951-01-22,2001-08-02,1951-01-22,2001-08-02,1951-01-22,2001-08-02
24563,21740,11,233,,T X U CORP,TXU,221119,N,A,R,87316810,0,0,1,4911,8,233,268,1,0,1951-02-13,2007-10-10,1951-02-13,2007-10-10,1951-02-13,2007-10-10,1951-02-13,2007-10-10
24643,20060,11,100,HWM,HOWMET AEROSPACE INC,HWM,331318,N,A,R,44320110,0,0,1,3355,11,310,480,1,0,1951-06-11,2024-12-31,1951-06-11,2024-12-31,1951-06-11,2024-12-31,1951-06-11,2024-12-31
24678,21886,11,231,,WARNER LAMBERT CO,,,N,A,R,93448810,0,0,1,2834,5,221,177,1,0,1951-06-18,2000-06-19,1951-06-18,2000-06-19,1951-06-18,2000-06-19,1951-06-18,2000-06-19
24766,21303,11,100,NOC,NORTHROP GRUMMAN CORP,NOC,334511,N,A,R,66680710,0,0,1,3812,8,307,478,1,0,1951-12-10,2024-12-31,1951-12-10,2024-12-31,1951-12-10,2024-12-31,1951-12-10,2024-12-31
24803,21926,11,574,,WINN DIXIE STORES INC,WIN,445120,N,A,R,97428010,60062704,0,1,5411,6,605,229,1,0,1952-02-18,2005-02-18,1952-02-18,2005-02-18,1952-02-18,2005-02-18,1952-02-18,2005-02-18
24811,21347,11,574,,OWENS CORNING,OWC,,N,A,R,69073F10,0,0,1,3296,8,157,203,1,0,1952-03-11,2002-12-18,1952-03-11,2002-12-18,1952-03-11,2002-12-18,1952-03-11,2002-12-18
24877,59814,11,100,SOLV,SOLVENTUM CORP,SOLV,339112,N,A,R,83444M10,0,0,1,3841,1,0,9,1,0,2024-04-01,2024-12-31,2024-04-01,2024-12-31,2024-04-01,2024-12-31,2024-04-01,2024-12-31
24878,59815,11,100,GEV,G E VERNOVA INC,GEV,221118,N,A,R,36828A10,0,0,1,4911,1,1,9,1,0,2024-04-02,2024-12-31,2024-04-02,2024-12-31,2024-04-02,2024-12-31,2024-04-02,2024-12-31
24942,21492,11,231,,RAYTHEON CO,RTN,334511,N,A,R,75511150,0,0,1,3812,8,240,423,1,0,1952-09-15,2020-04-02,1952-09-15,2020-04-02,1952-09-15,2020-04-02,1952-09-15,2020-04-02
24985,21808,11,100,AEE,AMEREN CORP,AEE,221118,N,A,R,02360810,0,0,1,4911,9,374,479,1,0,1952-12-15,2024-12-31,1952-12-15,2024-12-31,1952-12-15,2024-12-31,1952-12-15,2024-12-31
25013,21575,11,241,,SCHERING PLOUGH CORP,SGP,325412,N,A,R,80660510,0,0,1,2834,6,247,286,1,0,1953-03-23,2009-11-03,1953-03-23,2009-11-03,1953-03-23,2009-11-03,1953-03-23,2009-11-03
25081,1261,11,100,CMA,COMERICA INC,CMA,522110,N,A,R,20034010,60001260,1617,1,6021,8,216,453,1,124,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
25099,21932,11,241,,INTEGRYS ENERGY GROUP INC,TEG,221210,N,A,R,45822P10,0,0,1,4931,9,258,352,1,0,1953-05-04,2015-06-29,1953-05-04,2015-06-29,1953-05-04,2015-06-29,1953-05-04,2015-06-29
25146,59891,12,100,SW,SMURFIT WESTROCK PLC,SW,551112,N,A,R,G8267P10,0,0,1,6719,1,2,6,1,0,2024-07-08,2024-12-31,2024-07-08,2024-12-31,2024-07-08,2024-12-31,2024-07-08,2024-12-31
25232,21332,11,100,OKE,ONEOK INC NEW,OKE,221210,N,A,R,68268010,0,0,1,4924,10,287,476,1,0,1954-05-24,2024-12-31,1954-05-24,2024-12-31,1954-05-24,2024-12-31,1954-05-24,2024-12-31
25267,3909,31,570,,ROYAL DUTCH PETROLEUM CO,RD,211111,N,A,R,78025780,60003908,0,1,1311,9,117,199,1,0,1954-07-20,2005-11-18,1954-07-20,2005-11-18,1954-07-20,2005-11-18,1954-07-20,2005-11-18
25320,20384,11,100,CPB,CAMPBELLS CO,CPB,311412,Q,A,R,13442910,60018300,24659,3,2000,9,286,468,1,5,1954-12-13,2024-12-31,1954-12-13,2024-12-31,1954-12-13,2024-12-31,1954-12-13,2024-12-31
25419,21916,11,100,WHR,WHIRLPOOL CORP,WHR,335220,N,A,R,96332010,0,0,1,3639,8,281,471,1,0,1955-01-03,2024-12-31,1955-01-03,2024-12-31,1955-01-03,2024-12-31,1955-01-03,2024-12-31
25434,59985,11,100,AMTM,AMENTUM HOLDINGS INC,AMTM,561499,N,A,R,02393910,0,0,1,7389,1,0,4,1,0,2024-09-30,2024-12-31,2024-09-30,2024-12-31,2024-09-30,2024-12-31,2024-09-30,2024-12-31
25487,6391,11,100,CAR,AVIS BUDGET GROUP INC,CAR,532111,Q,A,R,05377410,60062503,53938,3,6531,13,23,397,1,498,1983-09-14,2024-12-31,1983-09-14,2024-12-31,1983-09-14,2024-12-31,1983-09-14,2024-12-31
25582,20883,11,100,LHX,L3HARRIS TECHNOLOGIES INC,LHX,334511,N,A,R,50243110,0,0,1,3812,10,290,471,1,0,1955-07-13,2024-12-31,1955-07-13,2024-12-31,1955-07-13,2024-12-31,1955-07-13,2024-12-31
25769,21049,11,233,,KERR MCGEE CORP,KMG,211111,N,A,R,49238610,0,0,1,1311,6,219,244,1,0,1956-02-23,2006-08-10,1956-02-23,2006-08-10,1956-02-23,2006-08-10,1956-02-23,2006-08-10
25778,5220,11,233,,C A INC,CA,511210,Q,A,R,12673P10,60018132,24435,3,7372,7,92,345,1,731,1981-12-15,2018-11-02,1981-12-15,2018-11-02,1981-12-15,2018-11-02,1982-11-01,2018-11-02
25785,20750,11,100,F,FORD MOTOR CO DEL,F,336110,N,A,R,34537086,0,0,1,3711,8,262,448,1,0,1956-03-07,2024-12-31,1956-03-07,2024-12-31,1956-03-07,2024-12-31,1956-03-07,2024-12-31
25953,20596,11,100,DOV,DOVER CORP,DOV,333415,N,A,R,26000310,0,0,1,3585,9,286,467,1,0,1956-12-03,2024-12-31,1956-12-03,2024-12-31,1956-12-03,2024-12-31,1956-12-03,2024-12-31
26075,20623,11,233,,EASTERN ENTERPRISES,,,N,A,R,27637F10,0,0,1,4449,4,148,188,1,0,1957-03-04,2000-11-08,1957-03-04,2000-11-08,1957-03-04,2000-11-08,1957-03-04,2000-11-08
26112,20569,11,552,,DELTA AIR LINES INC,DAL,481111,N,A,R,24736110,0,0,1,4512,6,191,218,1,0,1957-04-17,2005-10-12,1957-04-17,2005-10-12,1957-04-17,2005-10-12,1957-04-17,2005-10-12
26332,7099,11,231,,CONCORD E F S INC,CE,,N,A,R,20619710,60007067,9128,1,6099,4,10,110,1,735,1984-06-21,2004-02-26,1984-06-21,2004-02-26,1984-06-21,2004-02-26,1984-06-21,2004-02-26
26382,20745,11,241,,MASSEY ENERGY CO,MEE,212111,N,A,R,57620610,0,0,1,1221,8,172,308,1,0,1957-10-28,2011-06-01,1957-10-28,2011-06-01,1957-10-28,2011-06-01,1957-10-28,2011-06-01
26403,20587,11,100,DIS,DISNEY WALT CO,DIS,713110,N,A,R,25468710,0,0,1,7996,13,220,486,1,0,1957-11-12,2024-12-31,1957-11-12,2024-12-31,1957-11-12,2024-12-31,1957-11-12,2024-12-31
26438,21426,11,552,,POLAROID CORP,,,N,A,R,73109510,0,0,1,3861,3,178,160,1,0,1957-11-04,2001-10-09,1957-11-04,2001-10-09,1957-11-04,2001-10-09,1957-11-04,2001-10-09
26518,20276,11,233,,BAUSCH & LOMB INC,BOL,339115,N,A,R,07170710,0,0,1,3851,9,206,260,1,0,1958-03-24,2007-10-26,1958-03-24,2007-10-26,1958-03-24,2007-10-26,1958-03-24,2007-10-26
26657,20844,11,574,,GREAT ATLANTIC & PAC TEA INC,GAP,445110,N,A,R,39006410,0,0,1,5411,5,140,287,1,0,1958-12-15,2010-12-10,1958-12-15,2010-12-10,1958-12-15,2010-12-10,1958-12-15,2010-12-10
26710,21111,11,100,L,LOEWS CORP,L,524126,N,A,R,54042410,0,0,1,6331,13,240,462,1,0,1959-03-09,2024-12-31,1959-03-09,2024-12-31,1959-03-09,2024-12-31,1959-03-09,2024-12-31
26825,21041,11,100,K,KELLANOVA,K,311211,N,A,R,48783610,0,0,1,2041,7,278,457,1,0,1959-05-12,2024-12-31,1959-05-12,2024-12-31,1959-05-12,2024-12-31,1959-05-12,2024-12-31
27043,21859,11,233,,VARIAN MEDICAL SYSTEMS INC,VAR,334510,N,A,R,92220P10,0,0,1,3845,8,113,415,1,0,1959-09-14,2021-04-14,1959-09-14,2021-04-14,1959-09-14,2021-04-14,1959-09-14,2021-04-14
27422,20462,11,100,CLF,CLEVELAND CLIFFS INC NEW,CLF,213114,N,A,R,18589910,0,0,1,1081,10,232,457,1,0,1960-07-27,2024-12-31,1960-07-27,2024-12-31,1960-07-27,2024-12-31,1960-07-27,2024-12-31
27430,20518,11,241,,COOPER TIRE & RUBBER CO,CTB,326211,N,A,R,21683110,0,0,1,3011,5,246,405,1,0,1960-07-11,2021-06-04,1960-07-11,2021-06-04,1960-07-11,2021-06-04,1960-07-11,2021-06-04
27633,21541,11,100,R,RYDER SYSTEMS INC,R,532120,N,A,R,78354910,0,0,1,7513,9,247,468,1,0,1960-09-19,2024-12-31,1960-09-19,2024-12-31,1960-09-19,2024-12-31,1960-09-19,2024-12-31
27713,21387,11,241,,APPLIED BIOSYSTEMS INC DEL,ABI,334516,N,A,R,03814910,70042911,0,1,3826,9,161,265,1,0,1960-12-13,2008-11-21,1960-12-13,2008-11-21,1960-12-13,2008-11-21,1960-12-13,2008-11-21
27756,21476,11,233,,QUESTAR CORP,STR,211112,N,A,R,74835610,0,0,1,1311,10,263,353,1,0,1961-01-09,2016-09-16,1961-01-09,2016-09-16,1961-01-09,2016-09-16,1961-01-09,2016-09-16
27828,20908,11,100,HPQ,H P INC,HPQ,334111,N,A,R,40434L10,0,0,1,3571,13,223,465,1,0,1961-03-17,2024-12-31,1961-03-17,2024-12-31,1961-03-17,2024-12-31,1961-03-17,2024-12-31
27887,20277,11,100,BAX,BAXTER INTERNATIONAL INC,BAX,339112,N,A,R,07181310,0,0,1,3841,11,246,471,1,0,1961-05-16,2024-12-31,1961-05-16,2024-12-31,1961-05-16,2024-12-31,1961-05-16,2024-12-31
27959,20608,11,100,DUK,DUKE ENERGY CORP NEW,DUK,221118,N,A,R,26441C20,0,0,1,4911,13,261,474,1,0,1961-07-12,2024-12-31,1961-07-12,2024-12-31,1961-07-12,2024-12-31,1961-07-12,2024-12-31
27983,21945,11,100,XRX,XEROX HOLDINGS CORP,XRX,334118,Q,A,R,98421M10,60020608,27523,3,3577,16,237,448,1,59,1961-07-11,2024-12-31,1961-07-11,2024-12-31,1961-07-11,2024-12-31,1961-07-11,2024-12-31
27991,21409,11,100,PNW,PINNACLE WEST CAPITAL CORP,PNW,221118,N,A,R,72348410,0,0,1,4911,9,306,467,1,0,1961-08-28,2024-12-31,1961-08-28,2024-12-31,1961-08-28,2024-12-31,1961-08-28,2024-12-31
28118,21247,11,100,NC,NACCO INDUSTRIES INC,NC,335210,N,A,R,62957910,0,0,1,3634,10,259,458,1,0,1961-09-13,2024-12-31,1961-09-13,2024-12-31,1961-09-13,2024-12-31,1961-09-13,2024-12-31
28222,20030,11,100,APD,AIR PRODUCTS & CHEMICALS INC,APD,325612,N,A,R,00915810,0,0,1,2842,6,277,477,1,0,1961-11-13,2024-12-31,1961-11-13,2024-12-31,1961-11-13,2024-12-31,1961-11-13,2024-12-31
28310,21803,12,231,,UNILEVER N V,UN,311999,N,A,R,90478470,0,0,1,2841,7,148,384,1,0,1961-12-12,2020-11-27,1961-12-12,2020-11-27,1961-12-12,2020-11-27,1961-12-12,2020-11-27
28345,21236,11,100,MUR,MURPHY OIL CORP,MUR,211120,N,A,R,62671710,0,0,1,1311,8,264,461,1,0,1962-01-02,2024-12-31,1962-01-02,2024-12-31,1962-01-02,2024-12-31,1962-01-02,2024-12-31
28353,21485,11,233,,RALSTON PURINA CO,,,N,A,R,75127730,0,0,1,2047,4,167,177,1,0,1962-01-10,2001-12-12,1962-01-10,2001-12-12,1962-01-10,2001-12-12,1962-01-10,2001-12-12
28388,21874,48,100,VNO,VORNADO REALTY TRUST,VNO,531110,N,A,R,92904210,0,0,1,6798,9,159,456,1,0,1962-01-31,2024-12-31,1962-01-31,2024-12-31,1962-01-31,2024-12-31,1962-01-31,2024-12-31
28484,20064,11,100,HES,HESS CORP,HES,324110,N,A,R,42809H10,0,0,1,2911,13,258,481,1,0,1962-05-24,2024-12-31,1962-05-24,2024-12-31,1962-05-24,2024-12-31,1962-05-24,2024-12-31
28804,20035,11,100,ALK,ALASKA AIRGROUP INC,ALK,481111,N,A,R,01165910,0,0,1,4512,7,80,455,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31
28847,21827,11,574,,U S AIRWAYS GROUP INC,U,,N,A,R,91190510,60053608,0,1,4512,8,48,181,1,0,1962-07-02,2002-08-09,1962-07-02,2002-08-09,1962-07-02,2002-08-09,1962-07-02,2002-08-09
29102,20201,12,100,NBR,NABORS INDUSTRIES LTD,NBR,213111,N,A,R,G6359F13,0,0,1,1381,11,52,430,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31
29946,20340,11,100,BFB,BROWN FORMAN CORP,BFB,312140,N,A,R,11563720,0,0,1,2085,11,279,456,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31
30382,1354,11,233,,DOLLAR GENERAL CORP,DG,452990,N,A,R,25666910,60001353,1737,1,5331,7,148,243,1,296,1972-12-14,2007-07-06,1972-12-14,2007-07-06,1972-12-14,2007-07-06,1982-11-01,2007-07-06
30681,1367,11,100,OMC,OMNICOM GROUP INC,OMC,541810,N,A,R,68191910,60001366,1752,1,7311,8,212,446,1,140,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
30940,1425,11,100,FLS,FLOWSERVE CORP,FLS,333996,N,A,R,34354P10,60001424,1825,1,3594,8,186,418,1,260,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
32379,20845,11,231,,GREAT LAKES CHEM CORP,GLK,325188,N,A,R,39056810,0,0,1,2819,5,133,210,1,0,1962-07-02,2005-07-01,1962-07-02,2005-07-01,1962-07-02,2005-07-01,1962-07-02,2005-07-01
32707,20902,11,100,HP,HELMERICH & PAYNE INC,HP,213111,N,A,R,42345210,0,0,1,1381,7,231,451,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31
32791,1543,12,100,WFRD,WEATHERFORD INTERNATIONAL PLC,WFRD,551112,Q,A,R,G4883311,60020548,84635,3,1381,21,8,365,1,183,1972-12-22,2024-12-31,1972-12-22,2024-12-31,1972-12-22,2024-12-31,1982-11-01,2024-12-31
32803,20922,11,100,DINO,H F SINCLAIR CORP,DINO,424720,N,A,R,40394910,0,0,1,5172,13,176,450,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31
32870,20932,11,100,HRL,HORMEL FOODS CORP,HRL,311611,N,A,R,44045210,0,0,1,2011,8,261,432,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31
32942,20945,11,100,HUBB,HUBBELL INC,HUBB,335999,N,A,R,44351060,0,0,1,3699,11,263,441,1,0,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31,1962-07-02,2024-12-31
32986,6748,11,100,ATO,ATMOS ENERGY CORP,ATO,221210,N,A,R,04956010,60006722,8613,1,4924,6,166,421,1,85,1983-12-28,2024-12-31,1983-12-28,2024-12-31,1983-12-28,2024-12-31,1983-12-28,2024-12-31
